timestamp,open,high,low,close,volume
2026-04-03 15:00:00,10705977.0,10709999.0,10690001.0,10691554.0,1.0173
2026-04-03 16:00:00,10690000.0,10718148.0,10690000.0,10711073.0,2.2743
2026-04-03 17:00:00,10714207.0,10718426.0,10680001.0,10690890.0,1.288
2026-04-03 18:00:00,10691000.0,10696451.0,10686210.0,10686210.0,0.9304
2026-04-03 19:00:00,10686811.0,10693303.0,10680866.0,10689829.0,0.2256
2026-04-03 20:00:00,10689830.0,10691829.0,10684785.0,10691683.0,0.3013
2026-04-03 21:00:00,10691683.0,10704537.0,10690839.0,10704491.0,0.937
2026-04-03 22:00:00,10701911.0,10701911.0,10690838.0,10692838.0,0.4615
2026-04-03 23:00:00,10692839.0,10701769.0,10690126.0,10701769.0,0.7231
2026-04-04 00:00:00,10701769.0,10701769.0,10695255.0,10695255.0,0.8742
2026-04-04 01:00:00,10695256.0,10697681.0,10695053.0,10695053.0,0.6783
2026-04-04 02:00:00,10695053.0,10700000.0,10695053.0,10695054.0,0.3915
2026-04-04 03:00:00,10695054.0,10700000.0,10695000.0,10695001.0,0.4668
2026-04-04 04:00:00,10695001.0,10695001.0,10687644.0,10690249.0,0.8966
2026-04-04 05:00:00,10690249.0,10698216.0,10690249.0,10696552.0,0.3927
2026-04-04 06:00:00,10696152.0,10718502.0,10696152.0,10715315.0,1.4225
2026-04-04 07:00:00,10716451.0,10718153.0,10708604.0,10718152.0,1.8514
2026-04-04 08:00:00,10718153.0,10718249.0,10709141.0,10709141.0,0.2571
2026-04-04 09:00:00,10709141.0,10713842.0,10709140.0,10713566.0,0.2394
2026-04-04 10:00:00,10713775.0,10737559.0,10709999.0,10737000.0,1.5348
2026-04-04 11:00:00,10737001.0,10749899.0,10730061.0,10732845.0,1.079
2026-04-04 12:00:00,10732845.0,10737500.0,10720934.0,10727330.0,1.1978
2026-04-04 13:00:00,10727331.0,10749000.0,10723154.0,10745001.0,2.8209
2026-04-04 14:00:00,10744560.0,10744560.0,10721001.0,10743681.0,0.5956
2026-04-04 15:00:00,10743380.0,10789671.0,10742200.0,10767700.0,3.1835
2026-04-04 16:00:00,10770000.0,10789756.0,10769999.0,10779386.0,0.6029
2026-04-04 17:00:00,10770000.0,10776577.0,10760155.0,10767361.0,0.6388
2026-04-04 18:00:00,10767401.0,10768469.0,10760277.0,10760277.0,0.1318
2026-04-04 19:00:00,10761062.0,10800000.0,10753487.0,10753487.0,2.0767
2026-04-04 20:00:00,10753487.0,10753487.0,10741156.0,10750537.0,0.838
2026-04-04 21:00:00,10752537.0,10779999.0,10750537.0,10766801.0,0.6719
2026-04-04 22:00:00,10766815.0,10778656.0,10766814.0,10772340.0,0.7104
2026-04-04 23:00:00,10772750.0,10775231.0,10759325.0,10760026.0,0.9265
2026-04-05 00:00:00,10760027.0,10760027.0,10741000.0,10741001.0,0.8358
2026-04-05 01:00:00,10743107.0,10746508.0,10724661.0,10728009.0,1.5645
2026-04-05 02:00:00,10728009.0,10737899.0,10712291.0,10737899.0,1.7576
2026-04-05 03:00:00,10738121.0,10740255.0,10734504.0,10734505.0,2.0765
2026-04-05 04:00:00,10734504.0,10741816.0,10727753.0,10731002.0,1.2743
2026-04-05 05:00:00,10733003.0,10736501.0,10700203.0,10703000.0,1.3553
2026-04-05 06:00:00,10703179.0,10703768.0,10649998.0,10684325.0,8.1682
2026-04-05 07:00:00,10682690.0,10693637.0,10670702.0,10680173.0,3.0349
2026-04-05 08:00:00,10680173.0,10700000.0,10680173.0,10700000.0,0.9332
2026-04-05 09:00:00,10701283.0,10714060.0,10685490.0,10713859.0,5.371
2026-04-05 10:00:00,10713858.0,10728098.0,10708012.0,10718264.0,2.2008
2026-04-05 11:00:00,10716871.0,10722000.0,10706949.0,10708000.0,1.4159
2026-04-05 12:00:00,10707999.0,10707999.0,10662067.0,10676560.0,3.2654
2026-04-05 13:00:00,10676772.0,10697089.0,10667120.0,10693601.0,1.8678
2026-04-05 14:00:00,10694110.0,10701355.0,10689001.0,10698478.0,1.4238
2026-04-05 15:00:00,10698478.0,10833000.0,10690001.0,10750542.0,7.8449
2026-04-05 16:00:00,10753178.0,10764196.0,10734567.0,10735947.0,2.0442
2026-04-05 17:00:00,10736493.0,10757999.0,10736493.0,10755000.0,0.8464
2026-04-05 18:00:00,10755001.0,10773354.0,10746316.0,10769677.0,0.6502
2026-04-05 19:00:00,10769677.0,10792989.0,10756233.0,10757491.0,0.7433
2026-04-05 20:00:00,10757492.0,10817063.0,10757492.0,10808999.0,1.9697
2026-04-05 21:00:00,10808999.0,10816988.0,10770954.0,10800000.0,2.9327
2026-04-05 22:00:00,10796643.0,10922728.0,10771652.0,10920000.0,10.7656
2026-04-05 23:00:00,10918914.0,11049970.0,10910788.0,11024828.0,17.4059
2026-04-06 00:00:00,11024828.0,11111111.0,11024828.0,11035785.0,11.8227
2026-04-06 01:00:00,11041636.0,11041636.0,10979592.0,10993539.0,11.5505
2026-04-06 02:00:00,10988644.0,11080520.0,10988644.0,11049522.0,7.671
2026-04-06 03:00:00,11049522.0,11051510.0,11030122.0,11034300.0,4.2924
2026-04-06 04:00:00,11037393.0,11040000.0,11014336.0,11037264.0,3.5819
2026-04-06 05:00:00,11034691.0,11040000.0,11028000.0,11040000.0,13.813
2026-04-06 06:00:00,11040000.0,11059222.0,10996854.0,11023982.0,11.2798
2026-04-06 07:00:00,11023545.0,11047237.0,11003333.0,11030048.0,2.8636
2026-04-06 08:00:00,11028800.0,11047000.0,11028800.0,11044145.0,3.3014
2026-04-06 09:00:00,11042145.0,11193777.0,11041055.0,11120345.0,17.8553
2026-04-06 10:00:00,11116022.0,11167954.0,11116022.0,11139111.0,6.582
2026-04-06 11:00:00,11139261.0,11139261.0,11114610.0,11116773.0,2.9784
2026-04-06 12:00:00,11116774.0,11116774.0,11063189.0,11069469.0,4.6248
2026-04-06 13:00:00,11069468.0,11090190.0,11052287.0,11068205.0,5.0291
2026-04-06 14:00:00,11070001.0,11134750.0,11041125.0,11129586.0,6.4983
2026-04-06 15:00:00,11128504.0,11180000.0,11115198.0,11177831.0,4.4055
2026-04-06 16:00:00,11179970.0,11237050.0,11161187.0,11161187.0,6.1961
2026-04-06 17:00:00,11160001.0,11160001.0,11083224.0,11120618.0,3.221
2026-04-06 18:00:00,11120619.0,11177242.0,11114619.0,11163886.0,1.272
2026-04-06 19:00:00,11166381.0,11168000.0,11122017.0,11140000.0,1.4219
2026-04-06 20:00:00,11139998.0,11175999.0,11130101.0,11161999.0,1.2965
2026-04-06 21:00:00,11161000.0,11161000.0,11100001.0,11103037.0,1.5851
2026-04-06 22:00:00,11109059.0,11114236.0,10994315.0,10998230.0,4.9249
2026-04-06 23:00:00,11000000.0,11012466.0,10911882.0,11008622.0,7.345
2026-04-07 00:00:00,11008622.0,11049328.0,10998433.0,11009803.0,5.1107
2026-04-07 01:00:00,11005000.0,11012156.0,10945591.0,10956914.0,9.523
2026-04-07 02:00:00,10951709.0,10995002.0,10932140.0,10986288.0,4.1501
2026-04-07 03:00:00,10986288.0,11011976.0,10985531.0,11010978.0,2.5226
2026-04-07 04:00:00,11010290.0,11030001.0,10980000.0,11025000.0,1.8146
2026-04-07 05:00:00,11023000.0,11023000.0,10993147.0,10993147.0,3.8921
2026-04-07 06:00:00,10993148.0,10993148.0,10969015.0,10980266.0,6.7866
2026-04-07 07:00:00,10980266.0,10998971.0,10975402.0,10998653.0,3.6118
2026-04-07 08:00:00,10996978.0,11022649.0,10990001.0,11022649.0,4.4784
2026-04-07 09:00:00,11022649.0,11106834.0,11022648.0,11057652.0,6.06
2026-04-07 10:00:00,11057652.0,11063951.0,10900000.0,10918545.0,8.8025
2026-04-07 11:00:00,10917758.0,10951000.0,10884161.0,10940000.0,7.108
2026-04-07 12:00:00,10940000.0,10967268.0,10887034.0,10938309.0,9.4396
2026-04-07 13:00:00,10938107.0,10977120.0,10917800.0,10924538.0,4.322
2026-04-07 14:00:00,10923370.0,10923370.0,10852714.0,10870030.0,7.2105
2026-04-07 15:00:00,10870030.0,10917855.0,10845975.0,10907625.0,3.1621
2026-04-07 16:00:00,10907626.0,10945000.0,10900000.0,10915836.0,2.5377
2026-04-07 17:00:00,10917721.0,11060000.0,10917721.0,10990002.0,4.0243
2026-04-07 18:00:00,10991813.0,10992053.0,10935326.0,10942876.0,1.0419
2026-04-07 19:00:00,10943365.0,11027385.0,10942999.0,11013408.0,1.6462
2026-04-07 20:00:00,11015316.0,11100000.0,11015316.0,11072114.0,3.3384
2026-04-07 21:00:00,11072113.0,11205333.0,11069090.0,11157826.0,8.8017
2026-04-07 22:00:00,11159942.0,11370398.0,11159942.0,11370000.0,25.4278
2026-04-07 23:00:00,11370170.0,11550445.0,11300945.0,11414665.0,37.1952
2026-04-08 00:00:00,11409995.0,11433441.0,11350846.0,11367592.0,8.4162
2026-04-08 01:00:00,11369390.0,11378166.0,11320801.0,11320802.0,12.8162
2026-04-08 02:00:00,11320802.0,11364210.0,11302075.0,11313458.0,15.6262
2026-04-08 03:00:00,11313910.0,11329714.0,11299177.0,11307147.0,4.337
2026-04-08 04:00:00,11307280.0,11380303.0,11306765.0,11350000.0,5.9707
2026-04-08 05:00:00,11350360.0,11380811.0,11350002.0,11370762.0,5.9481
2026-04-08 06:00:00,11370765.0,11400000.0,11357864.0,11359999.0,6.8537
2026-04-08 07:00:00,11360000.0,11394193.0,11345058.0,11347911.0,7.4501
2026-04-08 08:00:00,11348371.0,11387690.0,11348371.0,11383600.0,2.5611
2026-04-08 09:00:00,11383601.0,11400773.0,11350000.0,11374545.0,4.2604
2026-04-08 10:00:00,11374545.0,11386313.0,11345000.0,11347087.0,1.7215
2026-04-08 11:00:00,11345187.0,11368140.0,11318721.0,11365209.0,4.278
2026-04-08 12:00:00,11365208.0,11417000.0,11351156.0,11410000.0,5.0988
2026-04-08 13:00:00,11405001.0,11537000.0,11333268.0,11346699.0,31.4829
2026-04-08 14:00:00,11352141.0,11365000.0,11210510.0,11229998.0,12.2797
2026-04-08 15:00:00,11230000.0,11309016.0,11229557.0,11303970.0,5.5522
2026-04-08 16:00:00,11306220.0,11368488.0,11302283.0,11360000.0,2.2693
2026-04-08 17:00:00,11360001.0,11413303.0,11347856.0,11406612.0,2.5092
2026-04-08 18:00:00,11406415.0,11406415.0,11304983.0,11304983.0,1.6813
2026-04-08 19:00:00,11304751.0,11334764.0,11294393.0,11320000.0,1.5934
2026-04-08 20:00:00,11320000.0,11347961.0,11320000.0,11329207.0,2.1015
2026-04-08 21:00:00,11329679.0,11387650.0,11325679.0,11359101.0,1.6015
2026-04-08 22:00:00,11359294.0,11359294.0,11278705.0,11286566.0,4.2755
2026-04-08 23:00:00,11286070.0,11301000.0,11253264.0,11294902.0,4.1249
2026-04-09 00:00:00,11293785.0,11298110.0,11224272.0,11256242.0,2.8465
2026-04-09 01:00:00,11260000.0,11277744.0,11215000.0,11277744.0,5.2183
2026-04-09 02:00:00,11277744.0,11306085.0,11262158.0,11299885.0,2.9738
2026-04-09 03:00:00,11298000.0,11300000.0,11260419.0,11286027.0,4.0254
2026-04-09 04:00:00,11289120.0,11289147.0,11250000.0,11250003.0,2.6963
2026-04-09 05:00:00,11250003.0,11305000.0,11250000.0,11292021.0,2.1548
2026-04-09 06:00:00,11292022.0,11311081.0,11282877.0,11300000.0,2.7365
2026-04-09 07:00:00,11301136.0,11314210.0,11300000.0,11308003.0,1.6479
2026-04-09 08:00:00,11308000.0,11367123.0,11290090.0,11346070.0,8.4937
2026-04-09 09:00:00,11346069.0,11394999.0,11330000.0,11394999.0,10.3401
2026-04-09 10:00:00,11388688.0,11388688.0,11356443.0,11360429.0,5.6089
2026-04-09 11:00:00,11358584.0,11365852.0,11317991.0,11322173.0,6.3535
2026-04-09 12:00:00,11322173.0,11350454.0,11310448.0,11349999.0,3.7597
2026-04-09 13:00:00,11350000.0,11356426.0,11247513.0,11272339.0,7.4325
2026-04-09 14:00:00,11271249.0,11353769.0,11228295.0,11339311.0,5.9657
2026-04-09 15:00:00,11339311.0,11500000.0,11311031.0,11469999.0,14.4814
2026-04-09 16:00:00,11470000.0,11500000.0,11392530.0,11440738.0,5.8859
2026-04-09 17:00:00,11445000.0,11510000.0,11445000.0,11482804.0,3.5943
2026-04-09 18:00:00,11485000.0,11487000.0,11412100.0,11435000.0,2.0103
2026-04-09 19:00:00,11435000.0,11500000.0,11432549.0,11467732.0,5.7994
2026-04-09 20:00:00,11474732.0,11533137.0,11465000.0,11520863.0,3.4279
2026-04-09 21:00:00,11520863.0,11556898.0,11478757.0,11496027.0,5.6915
2026-04-09 22:00:00,11498044.0,11624899.0,11459254.0,11460000.0,16.5504
2026-04-09 23:00:00,11460000.0,11460000.0,11400000.0,11428200.0,7.6845
2026-04-10 00:00:00,11429000.0,11474042.0,11408839.0,11464000.0,4.0128
2026-04-10 01:00:00,11464999.0,11524999.0,11430606.0,11496169.0,3.882
2026-04-10 02:00:00,11496170.0,11510000.0,11467002.0,11471093.0,1.7359
2026-04-10 03:00:00,11471513.0,11476000.0,11454553.0,11458897.0,1.612
2026-04-10 04:00:00,11460019.0,11500000.0,11453458.0,11495000.0,8.9409
2026-04-10 05:00:00,11496355.0,11520000.0,11483736.0,11501453.0,4.3728
2026-04-10 06:00:00,11501453.0,11509494.0,11462510.0,11462510.0,3.6622
2026-04-10 07:00:00,11462509.0,11464000.0,11407676.0,11410562.0,3.4836
2026-04-10 08:00:00,11413999.0,11447846.0,11408583.0,11426290.0,1.6926
2026-04-10 09:00:00,11426821.0,11462479.0,11424823.0,11457000.0,1.6987
2026-04-10 10:00:00,11456999.0,11472687.0,11441037.0,11471046.0,1.7959
2026-04-10 11:00:00,11469222.0,11514187.0,11200000.0,11493214.0,19.6175
2026-04-10 12:00:00,11493214.0,11538433.0,11480001.0,11514219.0,5.2863
2026-04-10 13:00:00,11514218.0,11532019.0,11460947.0,11525000.0,6.4147
2026-04-10 14:00:00,11520610.0,11643983.0,11520008.0,11610000.0,13.1462
2026-04-10 15:00:00,11610000.0,11666825.0,11532173.0,11537698.0,7.8191
2026-04-10 16:00:00,11542204.0,11641415.0,11537724.0,11641415.0,5.522
2026-04-10 17:00:00,11637698.0,11647400.0,11596520.0,11643000.0,3.6271
2026-04-10 18:00:00,11644000.0,11654648.0,11614830.0,11647112.0,3.055
2026-04-10 19:00:00,11648378.0,11670000.0,11620164.0,11670000.0,3.4563
2026-04-10 20:00:00,11668790.0,11698890.0,11650000.0,11691857.0,3.4352
2026-04-10 21:00:00,11691094.0,11693496.0,11626203.0,11665965.0,6.0079
2026-04-10 22:00:00,11664223.0,11669999.0,11600601.0,11615958.0,4.3709
2026-04-10 23:00:00,11615959.0,11636926.0,11608000.0,11631040.0,2.1516
2026-04-11 00:00:00,11631039.0,11631040.0,11612589.0,11614180.0,2.0209
2026-04-11 01:00:00,11614180.0,11642232.0,11594114.0,11633833.0,2.3595
2026-04-11 02:00:00,11634526.0,11657832.0,11632162.0,11640016.0,2.0082
2026-04-11 03:00:00,11640729.0,11652525.0,11622463.0,11622464.0,1.1899
2026-04-11 04:00:00,11622463.0,11638073.0,11603088.0,11617180.0,1.4206
2026-04-11 05:00:00,11617180.0,11621440.0,11605000.0,11612871.0,1.5815
2026-04-11 06:00:00,11612871.0,11612871.0,11598000.0,11611945.0,2.9668
2026-04-11 07:00:00,11611946.0,11628942.0,11607501.0,11609655.0,1.6889
2026-04-11 08:00:00,11609656.0,11625002.0,11605000.0,11607486.0,3.1672
2026-04-11 09:00:00,11606425.0,11635801.0,11603361.0,11635611.0,0.9174
2026-04-11 10:00:00,11635801.0,11635801.0,11621873.0,11629301.0,1.7216
2026-04-11 11:00:00,11629192.0,11637611.0,11627621.0,11637611.0,1.0022
2026-04-11 12:00:00,11637801.0,11650000.0,11632127.0,11647521.0,2.0891
2026-04-11 13:00:00,11647520.0,11647520.0,11578758.0,11606213.0,3.7397
2026-04-11 14:00:00,11606218.0,11615283.0,11597430.0,11609999.0,1.4161
2026-04-11 15:00:00,11607146.0,11631777.0,11605939.0,11629123.0,1.4927
2026-04-11 16:00:00,11629193.0,11676216.0,11629193.0,11660000.0,1.3192
2026-04-11 17:00:00,11658000.0,11672000.0,11646001.0,11667319.0,0.7746
2026-04-11 18:00:00,11667318.0,11770000.0,11659617.0,11735253.0,6.3938
2026-04-11 19:00:00,11730001.0,11767159.0,11721784.0,11746108.0,2.636
2026-04-11 20:00:00,11745612.0,11745612.0,11680724.0,11688792.0,1.2869
2026-04-11 21:00:00,11693246.0,11723983.0,11679301.0,11709000.0,3.3369
2026-04-11 22:00:00,11708217.0,11725377.0,11679999.0,11700000.0,3.8401
2026-04-11 23:00:00,11700000.0,11700000.0,11632856.0,11646376.0,4.8555
2026-04-12 00:00:00,11646376.0,11655513.0,11630000.0,11654323.0,1.9205
2026-04-12 01:00:00,11654496.0,11665518.0,11389764.0,11441722.0,23.194
2026-04-12 02:00:00,11439812.0,11488688.0,11400001.0,11465001.0,9.1042
2026-04-12 03:00:00,11465000.0,11468977.0,11432083.0,11436919.0,6.1967
2026-04-12 04:00:00,11435555.0,11437557.0,11397846.0,11401101.0,12.9583
2026-04-12 05:00:00,11400079.0,11445000.0,11393067.0,11441396.0,2.9574
2026-04-12 06:00:00,11441397.0,11444477.0,11437662.0,11439043.0,1.8151
2026-04-12 07:00:00,11437663.0,11444999.0,11430370.0,11442986.0,1.5874
2026-04-12 08:00:00,11439663.0,11454832.0,11429321.0,11433969.0,2.1534
2026-04-12 09:00:00,11433969.0,11433969.0,11420001.0,11420001.0,1.5145
2026-04-12 10:00:00,11420001.0,11435966.0,11372683.0,11400069.0,3.796
2026-04-12 11:00:00,11399590.0,11413203.0,11396128.0,11401438.0,1.4716
2026-04-12 12:00:00,11401436.0,11404578.0,11333742.0,11347068.0,7.3326
2026-04-12 13:00:00,11342802.0,11345800.0,11300000.0,11304308.0,7.8318
2026-04-12 14:00:00,11303394.0,11335020.0,11272659.0,11280800.0,8.4248
2026-04-12 15:00:00,11280672.0,11301012.0,11260000.0,11301012.0,2.1275
